,""
0,'Aerospace & Aviation', 'Agriculture', 'Automobile / Autocomponents', 'Banking / Insurance & Finance', 'Beauty & Wellness Industry', 'Building & Construction', 'Building / Hardware & Home Furnishings', 'Chemicals & Pharmaceuticals', 'Commerce or Humanities Stream', 'Defense & Military', 'Designing & Art', 'Education / Skill Development', 'Electronics & Hardware', 'Emergency Services', 'Engineering & Technology', 'Exams and Syllabus', 'Food Processing', 'Gems & Jewellery', 'Handlooms & Handicrafts', 'Healthcare', 'Humanistic Studies', 'Information Technology / Software', 'Institutes in India', 'ITES / BPO', 'Law & Order', 'Leather & Leather Goods', 'Management & Marketing', 'Media / Entertainment & Animation', 'Organised Retail', 'Psychometric Career Test', 'Public Admin & Government', 'Real Estate', 'Science & Research', 'Sports', 'Study Abroad', 'Telecom', 'Textiles & Garments', 'Tourism / Hospitality & Travel', 'Transportation/Logistics/Warehousing & Packaging'
